1,he put an elephant into the fridge,he put a turkey into the fridge,1.0
2,my sister eats an apple after breakfast every day,my sister eats a stone after breakfast every day,1.0
3,money can be used for buying cars,money can be used for buying stars,1.0
4,new york is located in the northeastern part of usa,usa is located in the northeastern part of new york,1.0
5,a man can better see stars and the moon in daytime,a man can hardly see stars and the moon in daytime,1.0
6,he was sent to a restaurant for treatment after a car crash,he was sent to a hospital for treatment after a car crash,1.0
8,cans are usually made of gold,cans are usually made of aluminum,0.875
9,i put my desktop into my suitcase before departure,i put my laptop into my suitcase before departure,0.8888888888888888
10,i walk to the moon,i walk to the school,0.9
11,i work 25 hours a day,i work 8 hours a day,0.9090909090909091
12,i'm hungry for water,i'm hungry for food,0.9166666666666666
13,this bucket can hold one gallon of water,this basket can hold one gallon of water,0.9230769230769231
15,i put the rubbish into a trash can,i put the rubbish into a mailbox,0.8666666666666667
16,most children hate candies,most children love candies,0.875
17,most people become wiser after drinking a lot alcohol,most people become more stupid after drinking a lot alcohol,0.8823529411764706
19,computers are everywhere in a forest,trees are everywhere in a forest,0.8421052631578947
20,my family used to watch tv together after dinner,my family used to watch radio together after dinner,0.85
21,i became hungry after a whole day starvation,i became sleepy after a whole day starvation,0.8571428571428571
22,he died after taking poisons,he cured after taking poisons,0.8636363636363636
23,i changed my direction when passing a crossroads,i changed my car when passing a crossroads,0.8695652173913043
24,i had a sweet dream when i was asleep yesterday,i had a sweet dream when i was awake yesterday,0.875
25,my dad drinks a tin of cola everyday,my dad grows a tin of cola everyday,0.88
26,alice became joyful after felt left out by her friends,alice became sad after felt left out by her friends,0.8846153846153846
28,i was humiliated by him so i broke up with him,i was humiliated by him so i had better friendship with him,0.8571428571428571
29,i cooked my meal at the restaurant,i paid for my meal at the restaurant,0.8620689655172413
30,bob loves to play tennis at the indoor stadium,bob loves to play tennis at the sports store,0.8666666666666667
32,i am tall so i have an advantage in basketball,i am short so i have an advantage in basketball,0.84375
33,mother sings a lullaby to send her baby asleep,mother sings a rock-and-roll to send her baby asleep,0.8484848484848485
35,i call my mum with a phone,i call my mum with a drum,0.8285714285714286
36,i like drinking mercury after dinner,i like drinking coffee after dinner,0.8333333333333334
38,sugar is the main ingredient in candy,plastic is the main ingredient in candy,0.8157894736842105
39,he put some soy sauce to make the noodles taste better,he put some soy sauce to make the robot taste better,0.8205128205128205
41,sailing is an expensive hobby,walking is an expensive hobby,0.8048780487804879
42,managers greet with each other and begin to bark,managers greet with each other and begin to talk,0.8095238095238095
43,teachers teach geography with a globe,teachers teach sports with a globe,0.813953488372093
45,children have fun in the amusement park,children have fun in the cemetery,0.8
46,mary eats at a restaurant to do the dishes,mary eats at a restaurant to avoid doing the dishes,0.8043478260869565
47,wool is a form of clothing material,wool is a form of eating material,0.8085106382978723
48,mum is cooking a delicious meal in the kitchen,mum is cooking a delicious meal in the bedroom,0.8125
49,cars on the freeway multiply during holidays,cars on the railway multiply during holidays,0.8163265306122449
50,beef cooked on the drill tastes delicious,beef cooked on the grill tastes delicious,0.82
51,jerry takes a visiting card from the rolodex to keep in touch with tom,jerry takes a tissue from the rolodex to keep in touch with tom,0.8235294117647058
52,pictures can be kept on films temporarily,pictures can be kept on films eternally,0.8269230769230769
54,human beings can travel to the moon by spacecraft,human beings can travel to the moon by bus,0.8148148148148148
55,she is happy to play with her friends,she is sad to play with her friends,0.8181818181818182
57,we took television sets to commemorate important days,we took photos to commemorate important days,0.8070175438596491
59,he turns on the radio to listen to music,he turns on the light to listen to music,0.7966101694915254
60,lily opened the window to let some fresh air in,lily opened the wall to let some fresh air in,0.8
61,a giant panda is a black and white mammal found in asia,a giant panda is a black and white bird found in asia,0.8032786885245902
62,people put on summer dresses when summer comes,people put on summer dresses when winter comes,0.8064516129032258
63,smoking is bad for health,smoking is good for health,0.8095238095238095
64,a power socket has a copper housing for safety,a power socket has a plastic housing for safety,0.8125
66,i write a letter to tell her i am fine,i rip a letter to tell her i am fine,0.803030303030303
67,a dining room is a place where people sleep,a dining room is a place where people eat,0.8059701492537313
68,he breaks the iron board with a bare hand,he breaks the wooden board with a bare hand,0.8088235294117647
69,supermarkets cut down prices for a year-end clearance,supermarkets rise prices for a year-end clearance,0.8115942028985508
70,the farm is destroyed by a tomato,the farm is destroyed by a tornado,0.8142857142857143
71,he is so famous that everybody has heard of him,he is so famous that nobody has heard of him,0.8169014084507042
72,i like her songs because she is a good singer,i like her songs because she is a good cook,0.8194444444444444
73,there are many aquatic plants in the pond,there are many trees in the pond,0.821917808219178
76,lily goes to the cinema to watch a movie,lily goes to the cinema to listen to a concert,0.8026315789473685
77,centigrade is a measure of acidity,centigrade is a measure of temperature,0.8051948051948052
79,the fire was caused by a lighted cigarette,the fire was caused by a glass of water,0.7974683544303798
81,a prince is a piece used in the game of chess,a king is a piece used in the game of chess,0.7901234567901234
82,maid is an important member of a family,mother is an important member of a family,0.7926829268292683
84,a sea is a large body of salt water,a sea is a large body of sweet water,0.7857142857142857
86,farmers are growing mushrooms under the sun,farmers are growing crops under the sun,0.7790697674418605
87,tom buys his girlfriend a bunch of roses on valentine's day,tom buys his girlfriend a bunch of carnations on valentine's day,0.7816091954022989
89,there are many fishes in the desert,there are many fishes in the sea,0.7752808988764045
90,i fly to new york to see the statue of liberty,i fly to paris to see the statue of liberty,0.7777777777777778
91,nissan is a foreign plane manufacturer,nissan is a foreign car manufacturer,0.7802197802197802
92,food is stored in the pan,food is stored in the fridge,0.782608695652174
93,the image of the cat seems to be reflected many times in the mirror,the image of the cat seems to be reflected many times in the glass,0.7849462365591398
94,she goes traveling on holidays,she goes traveling on weekdays,0.7872340425531915
95,laughter is a sign of joy,laughter is a sign of sorrow,0.7894736842105263
