1,he put an elephant into the fridge,he put a turkey into the fridge,0.0
2,my sister eats an apple after breakfast every day,my sister eats a stone after breakfast every day,0.5
3,money can be used for buying cars,money can be used for buying stars,0.6666666666666666
4,new york is located in the northeastern part of usa,usa is located in the northeastern part of new york,0.75
5,a man can better see stars and the moon in daytime,a man can hardly see stars and the moon in daytime,0.6
6,he was sent to a restaurant for treatment after a car crash,he was sent to a hospital for treatment after a car crash,0.6666666666666666
7,his mother became satisfied after he got good grades in the math exam,his mother became angry after he got good grades in the math exam,0.5714285714285714
8,cans are usually made of gold,cans are usually made of aluminum,0.625
9,i put my desktop into my suitcase before departure,i put my laptop into my suitcase before departure,0.6666666666666666
10,i walk to the moon,i walk to the school,0.7
11,i work 25 hours a day,i work 8 hours a day,0.7272727272727273
12,i'm hungry for water,i'm hungry for food,0.75
13,this bucket can hold one gallon of water,this basket can hold one gallon of water,0.7692307692307693
14,this man can jump across a mountain easily,this man can jump across a hurdle easily,0.7142857142857143
15,i put the rubbish into a trash can,i put the rubbish into a mailbox,0.7333333333333333
16,most children hate candies,most children love candies,0.75
17,most people become wiser after drinking a lot alcohol,most people become more stupid after drinking a lot alcohol,0.7647058823529411
18,a salad usually contains grass,a salad usually contains lettuce,0.7222222222222222
19,computers are everywhere in a forest,trees are everywhere in a forest,0.7368421052631579
20,my family used to watch tv together after dinner,my family used to watch radio together after dinner,0.75
21,i became hungry after a whole day starvation,i became sleepy after a whole day starvation,0.7619047619047619
22,he died after taking poisons,he cured after taking poisons,0.7272727272727273
23,i changed my direction when passing a crossroads,i changed my car when passing a crossroads,0.7391304347826086
24,i had a sweet dream when i was asleep yesterday,i had a sweet dream when i was awake yesterday,0.75
25,my dad drinks a tin of cola everyday,my dad grows a tin of cola everyday,0.76
26,alice became joyful after felt left out by her friends,alice became sad after felt left out by her friends,0.7692307692307693
27,bob played hard to prepare for the examination,bob studied hard to prepare for the examination,0.7777777777777778
28,i was humiliated by him so i broke up with him,i was humiliated by him so i had better friendship with him,0.7857142857142857
29,i cooked my meal at the restaurant,i paid for my meal at the restaurant,0.7586206896551724
30,bob loves to play tennis at the indoor stadium,bob loves to play tennis at the sports store,0.7666666666666667
31,i love eating seafood and i love eating chicken,i love eating seafood so i love eating chicken,0.7741935483870968
32,i am tall so i have an advantage in basketball,i am short so i have an advantage in basketball,0.78125
33,mother sings a lullaby to send her baby asleep,mother sings a rock-and-roll to send her baby asleep,0.7878787878787878
34,this apple is a beautiful golden green color,this apple is a beautiful light blue color,0.7647058823529411
35,i call my mum with a phone,i call my mum with a drum,0.7714285714285715
36,i like drinking mercury after dinner,i like drinking coffee after dinner,0.7777777777777778
37,i put a bar of soap on a birthday cake,i put a candle on a birthday cake,0.7837837837837838
38,sugar is the main ingredient in candy,plastic is the main ingredient in candy,0.7894736842105263
39,he put some soy sauce to make the noodles taste better,he put some soy sauce to make the robot taste better,0.7948717948717948
40,he is drunk soon after drinking some gin,he is drunk soon after drinking some water,0.8
41,sailing is an expensive hobby,walking is an expensive hobby,0.7804878048780488
42,managers greet with each other and begin to bark,managers greet with each other and begin to talk,0.7857142857142857
43,teachers teach geography with a globe,teachers teach sports with a globe,0.7674418604651163
44,a funeral is a place for mourning,a funeral is a place for laughter,0.7727272727272727
45,children have fun in the amusement park,children have fun in the cemetery,0.7777777777777778
46,mary eats at a restaurant to do the dishes,mary eats at a restaurant to avoid doing the dishes,0.782608695652174
47,wool is a form of clothing material,wool is a form of eating material,0.7872340425531915
48,mum is cooking a delicious meal in the kitchen,mum is cooking a delicious meal in the bedroom,0.7916666666666666
49,cars on the freeway multiply during holidays,cars on the railway multiply during holidays,0.7959183673469388
50,beef cooked on the drill tastes delicious,beef cooked on the grill tastes delicious,0.8
51,jerry takes a visiting card from the rolodex to keep in touch with tom,jerry takes a tissue from the rolodex to keep in touch with tom,0.803921568627451
52,pictures can be kept on films temporarily,pictures can be kept on films eternally,0.8076923076923077
53,we use a handsaw to cut wood,we use a penknife to cut wood,0.8113207547169812
54,human beings can travel to the moon by spacecraft,human beings can travel to the moon by bus,0.7962962962962963
55,she is happy to play with her friends,she is sad to play with her friends,0.8
56,smartphones nowadays are huge,smartphones nowadays are small,0.8035714285714286
57,we took television sets to commemorate important days,we took photos to commemorate important days,0.8070175438596491
58,i park my car in the living room,i park my car in the garage,0.8103448275862069
59,he turns on the radio to listen to music,he turns on the light to listen to music,0.8135593220338984
60,lily opened the window to let some fresh air in,lily opened the wall to let some fresh air in,0.8166666666666667
61,a giant panda is a black and white mammal found in asia,a giant panda is a black and white bird found in asia,0.819672131147541
62,people put on summer dresses when summer comes,people put on summer dresses when winter comes,0.8225806451612904
63,smoking is bad for health,smoking is good for health,0.8253968253968254
64,a power socket has a copper housing for safety,a power socket has a plastic housing for safety,0.828125
65,it takes him an hour to tear himself apart,it takes him an hour to clean himself up,0.8153846153846154
66,i write a letter to tell her i am fine,i rip a letter to tell her i am fine,0.8181818181818182
67,a dining room is a place where people sleep,a dining room is a place where people eat,0.8208955223880597
68,he breaks the iron board with a bare hand,he breaks the wooden board with a bare hand,0.8235294117647058
69,supermarkets cut down prices for a year-end clearance,supermarkets rise prices for a year-end clearance,0.8260869565217391
70,the farm is destroyed by a tomato,the farm is destroyed by a tornado,0.8285714285714286
71,he is so famous that everybody has heard of him,he is so famous that nobody has heard of him,0.8309859154929577
72,i like her songs because she is a good singer,i like her songs because she is a good cook,0.8333333333333334
73,there are many aquatic plants in the pond,there are many trees in the pond,0.8356164383561644
74,the moon is a planet of the solar system,the earth is a planet of the solar system,0.8378378378378378
75,we stopped at the power plant because we needed gasoline,we stopped at the filling station because we needed gasoline,0.84
76,lily goes to the cinema to watch a movie,lily goes to the cinema to listen to a concert,0.8421052631578947
77,centigrade is a measure of acidity,centigrade is a measure of temperature,0.8441558441558441
78,the ancients used a compass as a guidance,the ancients used a satellite as a guidance,0.8461538461538461
79,the fire was caused by a lighted cigarette,the fire was caused by a glass of water,0.8481012658227848
80,december is the 12th month of a year,december is the 13th month of a year,0.8375
81,a prince is a piece used in the game of chess,a king is a piece used in the game of chess,0.8395061728395061
82,maid is an important member of a family,mother is an important member of a family,0.8414634146341463
83,he opens the door with a lock,he opens the door with a key,0.8433734939759037
84,a sea is a large body of salt water,a sea is a large body of sweet water,0.8452380952380952
